data;praca;categoria_1;categoria_2;categoria_3;categoria_4;categoria_5;categoria_6;categoria_7;categoria_8;categoria_88;categoria_9;veiculosDia;valorDia;Id
01/01/2021 00:00:00;PRAIA DO SOL;14835;107;40;36;3;20;15;5;0;955;16016;148863,1000;34734
02/01/2021 00:00:00;PRAIA DO SOL;19939;174;62;74;4;26;7;7;0;1007;21300;199604,3000;34735
03/01/2021 00:00:00;PRAIA DO SOL;19081;112;89;92;5;47;5;6;0;749;20186;190890,5000;34736
04/01/2021 00:00:00;PRAIA DO SOL;13412;342;66;112;4;61;20;35;0;754;14806;144694,2000;34737
05/01/2021 00:00:00;PRAIA DO SOL;11715;351;63;118;4;73;23;29;0;800;13176;129597,8000;34738
06/01/2021 00:00:00;PRAIA DO SOL;12265;390;67;133;0;71;34;38;0;828;13826;137296,4000;34739
07/01/2021 00:00:00;PRAIA DO SOL;12913;433;60;121;4;73;21;34;0;811;14470;142969,3000;34740
08/01/2021 00:00:00;PRAIA DO SOL;15287;435;69;148;2;73;20;31;0;984;17049;166699,6000;34741
09/01/2021 00:00:00;PRAIA DO SOL;15243;206;62;64;7;37;11;15;0;948;16593;156754,4000;34742
10/01/2021 00:00:00;PRAIA DO SOL;17798;110;39;62;6;26;6;9;0;1104;19160;178416,7000;34743
11/01/2021 00:00:00;PRAIA DO SOL;12811;392;52;109;5;70;20;38;0;833;14330;140938,9000;34744
12/01/2021 00:00:00;PRAIA DO SOL;11257;397;49;115;9;71;28;31;0;842;12799;126749,6000;34745
13/01/2021 00:00:00;PRAIA DO SOL;11731;416;66;104;1;66;26;30;0;807;13247;131139,4000;34746
14/01/2021 00:00:00;PRAIA DO SOL;12622;458;71;131;3;72;24;36;0;976;14393;142160,9000;34747
15/01/2021 00:00:00;PRAIA DO SOL;15468;471;90;120;6;58;26;37;0;913;17189;168250,6000;34748
16/01/2021 00:00:00;PRAIA DO SOL;15617;196;72;55;5;37;12;20;0;913;16927;159973,9000;34749
17/01/2021 00:00:00;PRAIA DO SOL;17790;118;65;52;11;27;2;18;0;1079;19162;178698,7000;34750
18/01/2021 00:00:00;PRAIA DO SOL;12489;354;56;140;2;75;21;53;0;811;14001;138720,5000;34751
19/01/2021 00:00:00;PRAIA DO SOL;10994;400;59;119;9;73;27;46;0;810;12537;124893,1000;34752
20/01/2021 00:00:00;PRAIA DO SOL;11153;431;69;118;2;62;33;35;0;890;12793;126890,6000;34753
21/01/2021 00:00:00;PRAIA DO SOL;11882;452;52;126;5;87;32;34;0;876;13546;135063,9000;34754
22/01/2021 00:00:00;PRAIA DO SOL;14847;467;77;141;4;77;29;39;0;913;16594;163832,6000;34755
23/01/2021 00:00:00;PRAIA DO SOL;14717;186;46;66;13;41;12;17;0;877;15975;151152,0000;34756
24/01/2021 00:00:00;PRAIA DO SOL;16967;102;77;50;4;34;6;11;0;1044;18295;170727,5000;34757
25/01/2021 00:00:00;PRAIA DO SOL;12289;403;45;139;7;65;24;48;0;858;13878;137489,1000;34758
26/01/2021 00:00:00;PRAIA DO SOL;10515;432;41;115;7;85;23;37;0;826;12081;120700,7000;34759
27/01/2021 00:00:00;PRAIA DO SOL;10867;439;48;111;3;89;32;65;0;881;12535;126712,0000;34760
28/01/2021 00:00:00;PRAIA DO SOL;11294;456;43;161;10;99;26;42;0;980;13111;131402,6000;34761
29/01/2021 00:00:00;PRAIA DO SOL;14726;481;76;133;14;107;38;42;0;1013;16630;165073,4000;34762
30/01/2021 00:00:00;PRAIA DO SOL;14930;219;71;93;11;66;21;29;0;951;16391;157327,8000;34763
31/01/2021 00:00:00;PRAIA DO SOL;17781;111;63;58;2;38;11;15;0;1079;19158;179267,4000;34764
01/02/2021 00:00:00;PRAIA DO SOL;10946;407;45;127;6;70;28;45;0;842;12516;124611,1000;34765
02/02/2021 00:00:00;PRAIA DO SOL;9024;397;42;120;4;90;25;54;0;807;10563;107164,7000;34766
03/02/2021 00:00:00;PRAIA DO SOL;9376;501;36;108;7;74;35;45;0;849;11031;111860,0000;34767
04/02/2021 00:00:00;PRAIA DO SOL;9501;476;45;136;7;78;31;47;0;839;11160;113523,8000;34768
05/02/2021 00:00:00;PRAIA DO SOL;12265;464;59;137;3;96;33;40;0;914;14011;139867,3000;34769
06/02/2021 00:00:00;PRAIA DO SOL;11360;237;53;57;17;66;20;21;0;731;12562;121527,9000;34770
07/02/2021 00:00:00;PRAIA DO SOL;10297;124;19;43;2;45;5;15;0;298;10848;104589,1000;34771
08/02/2021 00:00:00;PRAIA DO SOL;8698;394;28;131;7;77;28;42;0;374;9779;101374,3000;34772
09/02/2021 00:00:00;PRAIA DO SOL;7683;425;34;113;4;90;40;42;0;375;8806;93149,3000;34773
10/02/2021 00:00:00;PRAIA DO SOL;8896;421;49;126;3;84;33;50;0;709;10371;106290,5000;34774
