data;praca;categoria_1;categoria_2;categoria_3;categoria_4;categoria_5;categoria_6;categoria_7;categoria_8;categoria_88;categoria_9;veiculosDia;valorDia;Id
01/01/2020 00:00:00;PRAIA DO SOL;21794;185;55;73;2;37;10;8;274;1072;23510;208876,5000;32940
02/01/2020 00:00:00;PRAIA DO SOL;21630;437;82;130;6;59;19;21;328;1002;23714;215145,0000;32941
03/01/2020 00:00:00;PRAIA DO SOL;19721;504;69;173;7;65;27;27;347;685;21625;199651,5000;32942
04/01/2020 00:00:00;PRAIA DO SOL;18643;310;65;153;12;41;11;19;254;616;20124;183694,5000;32943
05/01/2020 00:00:00;PRAIA DO SOL;21360;212;86;110;8;35;8;13;246;802;22880;205690,5000;32944
06/01/2020 00:00:00;PRAIA DO SOL;15240;396;66;147;5;71;29;34;375;867;17230;157846,5000;32945
07/01/2020 00:00:00;PRAIA DO SOL;13456;452;50;161;3;64;29;49;420;787;15471;143437,5000;32946
08/01/2020 00:00:00;PRAIA DO SOL;14201;454;50;170;6;67;31;43;387;887;16296;150700,5000;32947
09/01/2020 00:00:00;PRAIA DO SOL;15225;495;63;157;1;70;34;44;435;1020;17544;161212,5000;32948
10/01/2020 00:00:00;PRAIA DO SOL;20153;506;101;195;5;57;29;37;409;1072;22564;206113,5000;32949
11/01/2020 00:00:00;PRAIA DO SOL;21878;382;92;156;14;47;19;16;283;1138;24025;217233,0000;32950
12/01/2020 00:00:00;PRAIA DO SOL;26168;377;84;116;8;35;8;9;280;1322;28407;254250,0000;32951
13/01/2020 00:00:00;PRAIA DO SOL;16700;448;72;158;4;67;29;39;386;961;18864;173299,5000;32952
14/01/2020 00:00:00;PRAIA DO SOL;13152;481;50;165;6;82;41;43;401;842;15263;142474,5000;32953
15/01/2020 00:00:00;PRAIA DO SOL;13272;472;39;179;5;71;30;35;376;843;15322;142240,5000;32954
16/01/2020 00:00:00;PRAIA DO SOL;14221;505;53;179;9;67;27;36;402;896;16395;151564,5000;32955
17/01/2020 00:00:00;PRAIA DO SOL;19254;528;71;170;3;59;30;27;400;900;21442;196519,5000;32956
18/01/2020 00:00:00;PRAIA DO SOL;18656;291;67;151;4;45;14;9;242;785;20264;183685,5000;32957
19/01/2020 00:00:00;PRAIA DO SOL;20779;201;68;91;1;30;6;5;292;905;22378;199156,5000;32958
20/01/2020 00:00:00;PRAIA DO SOL;14233;406;49;160;3;69;38;35;392;754;16139;149107,5000;32959
21/01/2020 00:00:00;PRAIA DO SOL;11005;439;41;169;3;66;35;34;364;559;12715;119754,0000;32960
22/01/2020 00:00:00;PRAIA DO SOL;10710;453;43;167;1;80;35;39;412;687;12627;118539,0000;32961
23/01/2020 00:00:00;PRAIA DO SOL;10951;471;29;158;4;73;31;30;478;623;12848;119655,0000;32962
24/01/2020 00:00:00;PRAIA DO SOL;14607;451;40;165;4;64;32;21;378;523;16285;150975,0000;32963
25/01/2020 00:00:00;PRAIA DO SOL;12658;249;35;98;1;31;14;18;264;386;13754;125338,5000;32964
26/01/2020 00:00:00;PRAIA DO SOL;12999;180;47;86;5;31;11;5;264;418;14046;126535,5000;32965
27/01/2020 00:00:00;PRAIA DO SOL;10835;419;47;155;5;61;33;39;380;698;12672;118431,0000;32966
28/01/2020 00:00:00;PRAIA DO SOL;9645;445;40;148;2;62;21;31;416;768;11578;106902,0000;32967
29/01/2020 00:00:00;PRAIA DO SOL;10186;440;58;164;6;61;36;22;395;727;12095;112527,0000;32968
30/01/2020 00:00:00;PRAIA DO SOL;10995;500;38;167;3;65;27;37;460;842;13134;121468,5000;32969
31/01/2020 00:00:00;PRAIA DO SOL;14114;526;44;168;5;83;32;27;378;935;16312;150808,5000;32970
01/02/2020 00:00:00;PRAIA DO SOL;15050;262;42;90;15;25;13;11;290;924;16722;149071,5000;32971
02/02/2020 00:00:00;PRAIA DO SOL;16522;188;62;63;5;30;7;9;277;966;18129;160429,5000;32972
03/02/2020 00:00:00;PRAIA DO SOL;10231;382;39;151;5;66;32;36;309;950;12201;113148,0000;32973
04/02/2020 00:00:00;PRAIA DO SOL;9054;497;36;146;5;58;30;25;345;835;11031;102982,5000;32974
05/02/2020 00:00:00;PRAIA DO SOL;8881;488;39;131;1;59;32;35;317;914;10897;101934,0000;32975
06/02/2020 00:00:00;PRAIA DO SOL;9128;450;32;143;2;75;35;30;358;815;11068;103770,0000;32976
07/02/2020 00:00:00;PRAIA DO SOL;11843;470;41;122;4;59;21;26;370;835;13791;126697,5000;32977
08/02/2020 00:00:00;PRAIA DO SOL;12159;249;58;94;3;32;21;18;268;887;13789;123687,0000;32978
09/02/2020 00:00:00;PRAIA DO SOL;14276;228;55;60;6;27;3;9;290;1029;15983;140994,0000;32979
10/02/2020 00:00:00;PRAIA DO SOL;9500;433;37;131;6;79;35;36;393;859;11509;107307,0000;32980
11/02/2020 00:00:00;PRAIA DO SOL;8236;453;32;120;3;71;36;35;347;644;9977;94621,5000;32981
12/02/2020 00:00:00;PRAIA DO SOL;8715;476;43;104;2;76;28;36;328;646;10454;98599,5000;32982
13/02/2020 00:00:00;PRAIA DO SOL;9290;486;29;146;6;67;40;31;382;812;11289;105660,0000;32983
